Samples: 10000, Batch size: 32, Epochs: 500, Noise: 10 %
Learning rate: 0.1, Momentum: 0.0001, Weight decay: 1e-05 %
 

Eeg Data: data/new/multiple_dipoles_eeg_10000_1.npy
Target Data: data/new/multiple_dipoles_locations_10000_1.npy
--------------------------------------------------------------
Epoch    0/ 499 | Train: 0.044798 | Test: 0.033706 

 Target: tensor([0.2011, 0.1608, 0.5095, 0.5271, 0.1481]) 
Predicted: tensor([0.2878, 0.2559, 0.4478, 0.7732, 0.2302], grad_fn=<SelectBackward0>) 

 Target: tensor([0.4375, 0.1434, 0.2800, 0.3902, 0.0755]) 
Predicted: tensor([0.5038, 0.4477, 0.3858, 0.6004, 0.1906], grad_fn=<SelectBackward0>) 

 Target: tensor([0.3282, 0.5396, 0.3016, 0.6330, 0.1668]) 
Predicted: tensor([0.4723, 0.4219, 0.3254, 0.6351, 0.2287], grad_fn=<SelectBackward0>) 

Epoch    1/ 499 | Train: 0.031189 | Test: 0.029228 
Epoch    2/ 499 | Train: 0.027495 | Test: 0.026291 
Epoch    3/ 499 | Train: 0.025133 | Test: 0.024295 
Epoch    4/ 499 | Train: 0.023399 | Test: 0.022739 
Epoch    5/ 499 | Train: 0.021947 | Test: 0.021446 
Epoch    6/ 499 | Train: 0.020750 | Test: 0.020360 
Epoch    7/ 499 | Train: 0.019676 | Test: 0.019406 
Epoch    8/ 499 | Train: 0.018761 | Test: 0.018420 
Epoch    9/ 499 | Train: 0.017921 | Test: 0.017711 
Epoch   10/ 499 | Train: 0.017191 | Test: 0.017119 
Epoch   11/ 499 | Train: 0.016548 | Test: 0.016492 
Epoch   12/ 499 | Train: 0.015971 | Test: 0.015987 
Epoch   13/ 499 | Train: 0.015519 | Test: 0.015571 
Epoch   14/ 499 | Train: 0.015089 | Test: 0.015195 
Epoch   15/ 499 | Train: 0.014726 | Test: 0.014958 
Epoch   16/ 499 | Train: 0.014413 | Test: 0.014565 
Epoch   17/ 499 | Train: 0.014107 | Test: 0.014272 
Epoch   18/ 499 | Train: 0.013789 | Test: 0.014203 
Epoch   19/ 499 | Train: 0.013575 | Test: 0.013880 
Epoch   20/ 499 | Train: 0.013302 | Test: 0.013693 
Epoch   21/ 499 | Train: 0.013089 | Test: 0.013449 
Epoch   22/ 499 | Train: 0.012882 | Test: 0.013281 
Epoch   23/ 499 | Train: 0.012644 | Test: 0.013084 
Epoch   24/ 499 | Train: 0.012495 | Test: 0.013050 
Epoch   25/ 499 | Train: 0.012293 | Test: 0.013007 
Epoch   26/ 499 | Train: 0.012136 | Test: 0.012722 
Epoch   27/ 499 | Train: 0.011963 | Test: 0.012915 
Epoch   28/ 499 | Train: 0.011826 | Test: 0.012653 
Epoch   29/ 499 | Train: 0.011676 | Test: 0.012493 
Epoch   30/ 499 | Train: 0.011539 | Test: 0.012378 
Epoch   31/ 499 | Train: 0.011416 | Test: 0.012303 
Epoch   32/ 499 | Train: 0.011303 | Test: 0.012247 
Epoch   33/ 499 | Train: 0.011205 | Test: 0.012270 
Epoch   34/ 499 | Train: 0.011072 | Test: 0.011997 
Epoch   35/ 499 | Train: 0.010949 | Test: 0.011982 
Epoch   36/ 499 | Train: 0.010874 | Test: 0.011882 
Epoch   37/ 499 | Train: 0.010749 | Test: 0.012078 
Epoch   38/ 499 | Train: 0.010682 | Test: 0.012028 
Epoch   39/ 499 | Train: 0.010587 | Test: 0.012029 
Epoch   40/ 499 | Train: 0.010471 | Test: 0.011786 
Epoch   41/ 499 | Train: 0.010391 | Test: 0.012183 
Epoch   42/ 499 | Train: 0.010344 | Test: 0.011683 
Epoch   43/ 499 | Train: 0.010242 | Test: 0.011737 
Epoch   44/ 499 | Train: 0.010203 | Test: 0.011625 
Epoch   45/ 499 | Train: 0.010094 | Test: 0.011752 
Epoch   46/ 499 | Train: 0.010036 | Test: 0.011797 
Epoch   47/ 499 | Train: 0.009952 | Test: 0.011640 
Epoch   48/ 499 | Train: 0.009857 | Test: 0.011646 
Epoch   49/ 499 | Train: 0.009755 | Test: 0.011642 
Epoch   50/ 499 | Train: 0.009746 | Test: 0.011753 
Epoch   51/ 499 | Train: 0.009654 | Test: 0.011508 
Epoch   52/ 499 | Train: 0.009622 | Test: 0.011496 
Epoch   53/ 499 | Train: 0.009485 | Test: 0.011415 
Epoch   54/ 499 | Train: 0.009419 | Test: 0.011372 
Epoch   55/ 499 | Train: 0.009373 | Test: 0.011407 
Epoch   56/ 499 | Train: 0.009325 | Test: 0.011327 
Epoch   57/ 499 | Train: 0.009222 | Test: 0.011332 
Epoch   58/ 499 | Train: 0.009166 | Test: 0.011694 
Epoch   59/ 499 | Train: 0.009157 | Test: 0.011556 
Epoch   60/ 499 | Train: 0.009096 | Test: 0.011497 
Epoch   61/ 499 | Train: 0.009018 | Test: 0.012004 
Epoch   62/ 499 | Train: 0.008994 | Test: 0.011772 
Epoch   63/ 499 | Train: 0.008974 | Test: 0.011267 
Epoch   64/ 499 | Train: 0.008807 | Test: 0.011277 
Epoch   65/ 499 | Train: 0.008767 | Test: 0.011450 
Epoch   66/ 499 | Train: 0.008705 | Test: 0.011330 
Epoch   67/ 499 | Train: 0.008623 | Test: 0.011796 
Epoch   68/ 499 | Train: 0.008598 | Test: 0.011285 
Epoch   69/ 499 | Train: 0.008532 | Test: 0.011332 
Epoch   70/ 499 | Train: 0.008526 | Test: 0.011406 
Epoch   71/ 499 | Train: 0.008482 | Test: 0.011549 
Epoch   72/ 499 | Train: 0.008419 | Test: 0.012033 
Epoch   73/ 499 | Train: 0.008336 | Test: 0.011354 
Epoch   74/ 499 | Train: 0.008262 | Test: 0.011281 
Epoch   75/ 499 | Train: 0.008240 | Test: 0.011721 
Epoch   76/ 499 | Train: 0.008221 | Test: 0.012317 
Epoch   77/ 499 | Train: 0.008164 | Test: 0.011357 
Epoch   78/ 499 | Train: 0.008092 | Test: 0.011195 
Epoch   79/ 499 | Train: 0.008069 | Test: 0.011201 
Epoch   80/ 499 | Train: 0.008016 | Test: 0.011141 
Epoch   81/ 499 | Train: 0.007974 | Test: 0.011489 
Epoch   82/ 499 | Train: 0.007923 | Test: 0.011608 
Epoch   83/ 499 | Train: 0.007816 | Test: 0.011303 
Epoch   84/ 499 | Train: 0.007836 | Test: 0.011125 
Epoch   85/ 499 | Train: 0.007795 | Test: 0.011565 
Epoch   86/ 499 | Train: 0.007714 | Test: 0.011332 
Epoch   87/ 499 | Train: 0.007634 | Test: 0.011087 
Epoch   88/ 499 | Train: 0.007623 | Test: 0.011141 
Epoch   89/ 499 | Train: 0.007601 | Test: 0.011180 
Epoch   90/ 499 | Train: 0.007486 | Test: 0.011415 
Epoch   91/ 499 | Train: 0.007494 | Test: 0.011278 
Epoch   92/ 499 | Train: 0.007477 | Test: 0.011095 
Epoch   93/ 499 | Train: 0.007394 | Test: 0.011253 
Epoch   94/ 499 | Train: 0.007336 | Test: 0.012182 
Epoch   95/ 499 | Train: 0.007364 | Test: 0.011244 
