Samples: 10000, Batch size: 64, Epochs: 500, Noise: 5 %
Learning rate: 0.001, Momentum: 0.0001, Weight decay: 1e-05 %
 

Eeg Data: data/new/multiple_dipoles_eeg_10000_2.npy
Target Data: data/new/multiple_dipoles_locations_10000_2.npy
--------------------------------------------------------------
Epoch    0/ 499 | Train: 0.361223 | Test: 0.345516 

 Target: tensor([0.4351, 0.2372, 0.4562, 0.0231, 0.2249, 0.4135, 0.5371, 0.0231]) 
Predicted: tensor([ 0.0225, -0.0162, -0.1736,  0.0899, -0.0936,  0.0828, -0.1074, -0.0612],
       grad_fn=<SelectBackward0>) 

 Target: tensor([0.4237, 0.7317, 0.8553, 0.2388, 0.1628, 0.6739, 0.6380, 0.2388]) 
Predicted: tensor([ 0.0424,  0.0130, -0.1708,  0.1100, -0.0753,  0.0659, -0.0883, -0.0657],
       grad_fn=<SelectBackward0>) 

 Target: tensor([0.4085, 0.4738, 0.7052, 0.6477, 0.4896, 0.4025, 0.2968, 0.6477]) 
Predicted: tensor([ 0.0410, -0.0058, -0.1704,  0.1506, -0.0720,  0.0826, -0.1088, -0.0856],
       grad_fn=<SelectBackward0>) 

Epoch    1/ 499 | Train: 0.328971 | Test: 0.314732 
Epoch    2/ 499 | Train: 0.299616 | Test: 0.286515 
Epoch    3/ 499 | Train: 0.272576 | Test: 0.260390 
Epoch    4/ 499 | Train: 0.247457 | Test: 0.236039 
Epoch    5/ 499 | Train: 0.224013 | Test: 0.213277 
Epoch    6/ 499 | Train: 0.202110 | Test: 0.192020 
Epoch    7/ 499 | Train: 0.181710 | Test: 0.172268 
Epoch    8/ 499 | Train: 0.162842 | Test: 0.154078 
Epoch    9/ 499 | Train: 0.145591 | Test: 0.137554 
Epoch   10/ 499 | Train: 0.130056 | Test: 0.122790 
Epoch   11/ 499 | Train: 0.116325 | Test: 0.109862 
Epoch   12/ 499 | Train: 0.104447 | Test: 0.098796 
Epoch   13/ 499 | Train: 0.094407 | Test: 0.089537 
Epoch   14/ 499 | Train: 0.086116 | Test: 0.081969 
Epoch   15/ 499 | Train: 0.079427 | Test: 0.075925 
Epoch   16/ 499 | Train: 0.074150 | Test: 0.071193 
Epoch   17/ 499 | Train: 0.070063 | Test: 0.067553 
Epoch   18/ 499 | Train: 0.066953 | Test: 0.064797 
Epoch   19/ 499 | Train: 0.064616 | Test: 0.062733 
Epoch   20/ 499 | Train: 0.062879 | Test: 0.061199 
Epoch   21/ 499 | Train: 0.061594 | Test: 0.060066 
Epoch   22/ 499 | Train: 0.060646 | Test: 0.059225 
Epoch   23/ 499 | Train: 0.059942 | Test: 0.058599 
Epoch   24/ 499 | Train: 0.059417 | Test: 0.058130 
Epoch   25/ 499 | Train: 0.059020 | Test: 0.057773 
Epoch   26/ 499 | Train: 0.058714 | Test: 0.057495 
Epoch   27/ 499 | Train: 0.058472 | Test: 0.057275 
Epoch   28/ 499 | Train: 0.058276 | Test: 0.057096 
Epoch   29/ 499 | Train: 0.058114 | Test: 0.056947 
Epoch   30/ 499 | Train: 0.057975 | Test: 0.056819 
Epoch   31/ 499 | Train: 0.057853 | Test: 0.056706 
